x 	 y      rho      Ux     Uy

4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 1 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 2 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 3 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 4 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 5 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 6 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 7 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 8 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 9 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 10 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 11 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 12 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 13 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 14 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 15 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
3	 2	 1	 0	0
3	 3	 1	 0	0
3	 4	 1	 0	0
3	 5	 1	 0	0
4	 0	 1	 0	0
4	 1	 1	 0	0
4	 2	 1	 0	0
4	 3	 1	 0	0
4	 4	 1	 0	0
4	 5	 1	 0	0
5	 0	 1	 0	0
5	 1	 1	 0	0
5	 2	 1	 0	0
5	 3	 1	 0	0
5	 4	 1	 0	0
5	 5	 1	 0	0
6	 0	 1	 0	0
6	 1	 1	 0	0
6	 2	 1	 0	0
6	 3	 1	 0	0
6	 4	 1	 0	0
6	 5	 1	 0	0
7	 0	 1	 0	0
7	 1	 1	 0	0
7	 2	 1	 0	0
7	 3	 1	 0	0
7	 4	 1	 0	0
7	 5	 1	 0	0
8	 0	 1	 0	0
8	 1	 1	 0	0
8	 2	 1	 0	0
8	 3	 1	 0	0
8	 4	 1	 0	0
8	 5	 1	 0	0
9	 0	 1	 0	0
9	 1	 1	 0	0
9	 2	 1	 0	0
9	 3	 1	 0	0
9	 4	 1	 0	0
9	 5	 1	 0	0
--------------------Nuevo tiempo = 16 ---------------------------------------
0	 0	 1	 0	0
0	 1	 1	 0	0
0	 2	 1	 0	0
0	 3	 1	 0	0
0	 4	 1	 0	0
0	 5	 1	 0	0
1	 0	 1	 0	0
1	 1	 1	 0	0
1	 2	 1	 0	0
1	 3	 1	 0	0
1	 4	 1	 0	0
1	 5	 1	 0	0
2	 0	 1	 0	0
2	 1	 1	 0	0
2	 2	 1	 0	0
2	 3	 1	 0	0
2	 4	 1	 0	0
2	 5	 1	 0	0
3	 0	 1	 0	0
3	 1	 1	 0	0
